nomfichier,ngeste,framedebut,framefin,score
P20_01.mp4,1,15,35,2
P20_01.mp4,2,36,78,3
P20_01.mp4,3,79,110,3
P20_01.mp4,4,111,144,2
P20_01.mp4,5,145,190,2.5
P20_01.mp4,6,191,222,3.5
P20_01.mp4,7,223,250,4
P20_01.mp4,8,251,275,5
P20_01.mp4,9,276,341,4
P20_02.mp4,1,11,33,2
P20_02.mp4,2,34,59,3
P20_02.mp4,3,60,90,2
P20_02.mp4,4,91,119,1
P20_02.mp4,5,120,156,2
P20_02.mp4,6,157,180,2
P20_02.mp4,7,181,198,3
P20_02.mp4,8,199,222,3.5
P20_02.mp4,9,223,279,4
P20_03.mp4,1,45,59,1
P20_03.mp4,2,60,72,3
P20_03.mp4,3,73,84,2
P20_03.mp4,4,85,107,1
P20_03.mp4,5,108,128,2
P20_03.mp4,6,129,144,3.5
P20_03.mp4,7,145,160,3.5
P20_03.mp4,8,161,173,4
P20_03.mp4,9,174,212,4
P20_04.mp4,1,70,86,1
P20_04.mp4,2,87,99,2
P20_04.mp4,3,100,110,2
P20_04.mp4,4,111,128,1
P20_04.mp4,5,129,145,2.5
P20_04.mp4,6,146,156,3.5
P20_04.mp4,7,157,169,2.5
P20_04.mp4,8,170,180,1.5
P20_04.mp4,9,181,216,0
P20_05.mp4,1,60,75,1
P20_05.mp4,2,76,86,1
P20_05.mp4,3,87,95,2
P20_05.mp4,4,96,110,1
P20_05.mp4,5,111,120,4
P20_05.mp4,6,121,131,4.5
P20_05.mp4,7,132,144,3
P20_05.mp4,8,145,154,3
P20_05.mp4,9,155,194,3.5
P20_06.mp4,1,49,70,2
P20_06.mp4,2,71,101,2
P20_06.mp4,3,102,130,2
P20_06.mp4,4,131,177,1
P20_06.mp4,5,178,218,2
P20_06.mp4,6,219,245,2
P20_06.mp4,7,246,270,2
P20_06.mp4,8,271,300,3.5
P20_06.mp4,9,301,370,4
P20_07.mp4,1,25,45,2.5
P20_07.mp4,2,46,74,2
P20_07.mp4,3,75,100,2
P20_07.mp4,4,101,134,1
P20_07.mp4,5,135,164,2
P20_07.mp4,6,165,190,3
P20_07.mp4,7,191,203,2.5
P20_07.mp4,8,204,243,4
P20_07.mp4,9,244,285,3.5
P20_08.mp4,1,70,85,2.5
P20_08.mp4,2,86,103,2
P20_08.mp4,3,104,118,2
P20_08.mp4,4,119,140,1
P20_08.mp4,5,141,158,5
P20_08.mp4,6,159,174,4
P20_08.mp4,7,175,188,2.5
P20_08.mp4,8,189,204,3.5
P20_08.mp4,9,205,180,4
P20_09.mp4,1,72,84,2
P20_09.mp4,2,85,94,2
P20_09.mp4,3,95,106,2
P20_09.mp4,4,107,125,1
P20_09.mp4,5,126,140,4
P20_09.mp4,6,141,152,4
P20_09.mp4,7,153,169,2.5
P20_09.mp4,8,170,180,0
P20_09.mp4,9,181,230,1
P20_10.mp4,1,74,85,2
P20_10.mp4,2,86,96,2
P20_10.mp4,3,97,106,2
P20_10.mp4,4,107,121,1
P20_10.mp4,5,122,135,4
P20_10.mp4,6,136,142,4.5
P20_10.mp4,7,143,157,3
P20_10.mp4,8,158,165,3
P20_10.mp4,9,166,210,2.5
