nomfichier,ngeste,framedebut,framefin,score
P21_01.mp4,1,15,48,2.5
P21_01.mp4,2,49,76,3.5
P21_01.mp4,3,77,110,3
P21_01.mp4,4,111,150,4
P21_01.mp4,5,151,185,4
P21_01.mp4,6,186,216,4
P21_01.mp4,7,217,256,4
P21_01.mp4,8,257,277,4.5
P21_01.mp4,9,278,330,4
P21_02.mp4,1,14,38,3
P21_02.mp4,2,39,60,3.5
P21_02.mp4,3,61,83,3.5
P21_02.mp4,4,84,120,4
P21_02.mp4,5,121,148,4
P21_02.mp4,6,149,178,4.5
P21_02.mp4,7,179,202,1.5
P21_02.mp4,8,203,230,0
P21_02.mp4,9,231,275,1
P21_03.mp4,1,60,77,4
P21_03.mp4,2,78,91,3
P21_03.mp4,3,92,108,3.5
P21_03.mp4,4,109,123,4
P21_03.mp4,5,124,140,4.5
P21_03.mp4,6,141,162,3.5
P21_03.mp4,7,163,178,1
P21_03.mp4,8,179,191,1
P21_03.mp4,9,192,225,4
P21_04.mp4,1,78,90,3.5
P21_04.mp4,2,91,104,2.5
P21_04.mp4,3,105,116,3.5
P21_04.mp4,4,117,130,3.5
P21_04.mp4,5,131,143,4
P21_04.mp4,6,144,152,4
P21_04.mp4,7,153,168,3.5
P21_04.mp4,8,169,184,4
P21_04.mp4,9,185,210,3
P21_05.mp4,1,79,92,2
P21_05.mp4,2,93,104,1.5
P21_05.mp4,3,105,113,2.5
P21_05.mp4,4,114,127,1.5
P21_05.mp4,5,128,139,3
P21_05.mp4,6,140,144,3.5
P21_05.mp4,7,145,160,2.5
P21_05.mp4,8,161,162,0
P21_05.mp4,9,163,200,0
P21_06.mp4,1,17,33,5
P21_06.mp4,2,34,65,4
P21_06.mp4,3,66,104,4
P21_06.mp4,4,105,141,4.5
P21_06.mp4,5,152,177,4
P21_06.mp4,6,178,215,4
P21_06.mp4,7,216,237,4
P21_06.mp4,8,238,270,4.5
P21_06.mp4,9,271,324,2.5
P21_07.mp4,1,13,30,3.5
P21_07.mp4,2,31,59,3
P21_07.mp4,3,60,80,3.5
P21_07.mp4,4,81,107,4
P21_07.mp4,5,108,145,3.5
P21_07.mp4,6,146,173,4.5
P21_07.mp4,7,174,193,4
P21_07.mp4,8,194,217,4.5
P21_07.mp4,9,218,272,3.5
P21_08.mp4,1,55,72,3.5
P21_08.mp4,2,73,85,3
P21_08.mp4,3,86,98,4
P21_08.mp4,4,99,117,3.5
P21_08.mp4,5,118,138,4.5
P21_08.mp4,6,139,153,3.5
P21_08.mp4,7,154,165,3
P21_08.mp4,8,166,184,4
P21_08.mp4,9,185,218,2
P21_09.mp4,1,59,70,2
P21_09.mp4,2,71,80,3.5
P21_09.mp4,3,81,91,4
P21_09.mp4,4,92,106,4
P21_09.mp4,5,107,120,5
P21_09.mp4,6,121,135,3
P21_09.mp4,7,136,149,2
P21_09.mp4,8,150,160,3
P21_09.mp4,9,161,191,2
P21_10.mp4,1,75,87,3
P21_10.mp4,2,88,99,3.5
P21_10.mp4,3,100,109,4
P21_10.mp4,4,110,121,4
P21_10.mp4,5,122,132,4
P21_10.mp4,6,133,139,2.5
P21_10.mp4,7,140,155,1
P21_10.mp4,8,155,163,0
P21_10.mp4,9,164,184,0.5
